date,open,high,low,close,volume,name
2015-08-14,120.56,122.12,119.94,121.14,510143.0,SIG
2015-08-17,120.87,123.5,120.66,123.32,427019.0,SIG
2015-08-18,123.19,125.11,122.14,124.13,494390.0,SIG
2015-08-19,125.05,127.57,123.69,126.5,1181324.0,SIG
2015-08-20,126.02,127.55,125.73,125.77,1129354.0,SIG
2015-08-21,124.51,125.1799,122.37,123.12,856508.0,SIG
2015-08-24,120.36,122.72,116.15,119.77,1477154.0,SIG
2015-08-25,120.96,122.38,117.5,117.56,839900.0,SIG
2015-08-26,119.57,121.38,116.42,121.29,1505190.0,SIG
2015-08-27,133.33,139.9,131.61,138.82,2540808.0,SIG
2015-08-28,139.92,141.59,137.44,139.66,1062043.0,SIG
2015-08-31,139.33,142.93,137.98,138.0,1209383.0,SIG
2015-09-01,135.75,136.82,133.16,134.05,1429603.0,SIG
2015-09-02,135.19,138.12,133.83,138.08,687916.0,SIG
2015-09-03,138.38,139.88,136.422,137.16,794845.0,SIG
2015-09-04,136.61,138.4225,135.44,136.53,621484.0,SIG
2015-09-08,137.17,140.47,137.11,139.79,605239.0,SIG
2015-09-09,141.14,142.08,137.32,137.68,442240.0,SIG
2015-09-10,137.71,139.21,137.08,137.92,725338.0,SIG
2015-09-11,137.18,139.32,136.38,139.24,417045.0,SIG
2015-09-14,138.97,139.52,137.27,138.32,392705.0,SIG
2015-09-15,138.68,138.82,136.5,137.42,702583.0,SIG
2015-09-16,137.22,138.95,136.34,138.72,516553.0,SIG
2015-09-17,138.8,140.47,137.49,137.86,484991.0,SIG
2015-09-18,136.18,138.8396,135.98,136.87,940474.0,SIG
2015-09-21,137.8,138.88,136.33,138.58,410190.0,SIG
2015-09-22,136.84,138.96,136.34,138.6,522634.0,SIG
2015-09-23,138.36,142.74,138.36,141.67,987873.0,SIG
2015-09-24,140.54,142.03,139.38,141.6,730229.0,SIG
2015-09-25,142.7,142.87,138.905,140.01,500611.0,SIG
2015-09-28,139.54,140.9,136.08,137.94,587627.0,SIG
2015-09-29,137.72,138.89,132.78,133.8,1145614.0,SIG
2015-09-30,135.19,137.01,133.28,136.13,821200.0,SIG
2015-10-01,136.75,136.95,133.7,134.97,637597.0,SIG
2015-10-02,133.88,136.46,131.95,136.45,636266.0,SIG
2015-10-05,137.56,138.71,136.61,138.29,608310.0,SIG
2015-10-06,138.22,139.11,135.08,136.15,530442.0,SIG
2015-10-07,137.43,138.38,135.31,138.3,777653.0,SIG
2015-10-08,137.87,142.52,137.87,141.93,738866.0,SIG
2015-10-09,141.72,143.58,140.16,143.0,737818.0,SIG
2015-10-12,143.05,146.72,142.86,144.76,845997.0,SIG
2015-10-13,144.29,145.16,142.31,142.66,453567.0,SIG
2015-10-14,142.36,143.33,140.35,140.92,448605.0,SIG
2015-10-15,141.38,143.1,140.57,141.65,777686.0,SIG
2015-10-16,142.75,143.93,141.34,142.99,574905.0,SIG
2015-10-19,142.6,146.16,141.14,146.07,697258.0,SIG
2015-10-20,146.94,150.65,145.22,145.86,913606.0,SIG
2015-10-21,146.06,147.07,144.87,146.34,830466.0,SIG
2015-10-22,147.7,149.43,146.89,147.59,768877.0,SIG
2015-10-23,148.32,148.43,144.44,144.76,1135573.0,SIG
2015-10-26,144.91,148.22,144.206,147.78,582561.0,SIG
2015-10-27,147.44,147.95,145.775,147.7,363923.0,SIG
2015-10-28,147.89,149.97,147.12,149.47,588949.0,SIG
2015-10-29,149.7,151.0,148.9,150.57,516420.0,SIG
2015-10-30,150.52,152.27,148.96,150.94,477734.0,SIG
2015-11-02,150.86,150.93,147.74,149.17,662432.0,SIG
2015-11-03,148.74,148.904,147.19,148.16,602561.0,SIG
2015-11-04,148.29,149.55,147.446,148.2,425508.0,SIG
2015-11-05,148.86,149.69,146.65,147.76,348511.0,SIG
2015-11-06,147.4,148.25,144.65,146.64,451420.0,SIG
2015-11-09,146.52,147.42,143.54,146.85,723565.0,SIG
2015-11-10,146.73,150.07,146.47,149.73,665260.0,SIG
2015-11-11,149.61,150.5,144.87,145.06,617786.0,SIG
2015-11-12,144.6,147.74,140.95,141.14,688763.0,SIG
2015-11-13,140.11,140.33,134.38,136.42,1546153.0,SIG
2015-11-16,136.21,138.65,135.12,138.65,660110.0,SIG
2015-11-17,139.71,140.2,136.66,137.92,836408.0,SIG
2015-11-18,138.42,141.3,137.2622,140.59,963483.0,SIG
2015-11-19,141.0,141.0,138.01,139.71,746588.0,SIG
2015-11-20,140.86,141.94,137.14,137.6,1783567.0,SIG
2015-11-23,137.81,141.98,137.61,140.65,2063194.0,SIG
2015-11-24,135.45,137.8,131.71,134.89,4604955.0,SIG
2015-11-25,134.56,136.76,134.5,135.39,861486.0,SIG
2015-11-27,135.28,135.83,132.14,133.04,499200.0,SIG
2015-11-30,132.68,133.0,129.55,131.39,1351594.0,SIG
2015-12-01,132.18,132.69,128.51,131.04,3270669.0,SIG
2015-12-02,130.75,132.52,128.86,129.44,1253757.0,SIG
2015-12-03,129.9,130.84,127.195,127.96,1379739.0,SIG
2015-12-04,128.21,130.66,127.03,130.03,1095075.0,SIG
2015-12-07,129.52,130.35,126.65,127.48,1421658.0,SIG
2015-12-08,126.35,127.46,124.28,124.87,1302659.0,SIG
2015-12-09,124.0,125.49,119.89,121.03,2256931.0,SIG
2015-12-10,121.37,123.185,119.96,121.45,1535966.0,SIG
2015-12-11,120.54,121.31,116.62,117.35,1811325.0,SIG
2015-12-14,116.8,117.6,115.13,116.79,1325873.0,SIG
2015-12-15,117.68,117.89,115.8,116.99,1353321.0,SIG
2015-12-16,117.97,119.6,115.87,117.0,1326185.0,SIG
2015-12-17,117.06,117.74,116.32,116.42,1027209.0,SIG
2015-12-18,115.53,117.0,114.88,114.97,1118609.0,SIG
2015-12-21,115.24,118.65,114.7701,117.47,1198573.0,SIG
2015-12-22,117.68,121.75,116.01,120.72,1630827.0,SIG
2015-12-23,121.42,123.68,121.18,121.89,1137063.0,SIG
2015-12-24,121.12,121.12,118.97,119.64,506089.0,SIG
2015-12-28,120.01,121.91,119.665,120.89,1244065.0,SIG
2015-12-29,121.58,122.79,121.22,121.92,922566.0,SIG
2015-12-30,121.7,122.18,120.31,121.77,762161.0,SIG
2015-12-31,121.58,125.58,121.21,123.69,1711571.0,SIG
2016-01-04,121.91,125.52,121.3596,124.83,2173398.0,SIG
2016-01-05,125.23,127.06,122.39,125.58,1779406.0,SIG
2016-01-06,124.1,127.9,123.69,127.31,2765261.0,SIG
2016-01-07,128.0,135.59,127.61,133.28,3500846.0,SIG
2016-01-08,133.72,135.23,125.72,126.93,2834923.0,SIG
2016-01-11,127.26,127.8,124.4,126.18,1866943.0,SIG
2016-01-12,127.5,129.645,124.46,126.95,998619.0,SIG
2016-01-13,127.5,127.9275,123.77,124.02,1197840.0,SIG
2016-01-14,124.26,125.74,121.5,124.5,1576466.0,SIG
2016-01-15,121.59,124.11,118.74,121.52,1755869.0,SIG
2016-01-19,122.16,125.36,120.31,122.21,1300474.0,SIG
2016-01-20,120.87,122.07,116.49,120.64,1126513.0,SIG
2016-01-21,120.98,122.32,118.46,119.53,1272287.0,SIG
2016-01-22,120.86,123.34,120.15,122.54,776778.0,SIG
2016-01-25,122.4,122.4,117.9,118.71,950386.0,SIG
2016-01-26,119.0,119.72,116.74,118.6,1099210.0,SIG
2016-01-27,119.02,119.92,117.24,118.62,973515.0,SIG
2016-01-28,119.0,119.0,112.57,113.39,1942022.0,SIG
2016-01-29,114.36,116.35,110.14,116.0,1925051.0,SIG
2016-02-01,115.72,120.86,114.76,120.62,1619293.0,SIG
2016-02-02,119.15,120.505,114.37,115.19,1474512.0,SIG
2016-02-03,115.77,116.24,109.13,111.33,2394940.0,SIG
2016-02-04,111.09,111.98,108.59,109.82,1449853.0,SIG
2016-02-05,109.23,109.965,103.32,105.18,2718122.0,SIG
2016-02-08,104.67,105.75,98.15,100.44,2062335.0,SIG
2016-02-09,99.7,101.16,94.01,96.28,2489757.0,SIG
2016-02-10,97.06,99.495,96.15,96.91,1725455.0,SIG
2016-02-11,95.0,96.57,93.45,94.71,1460091.0,SIG
2016-02-12,95.51,99.04,94.36,98.63,1131367.0,SIG
2016-02-16,100.1,105.48,100.0,104.15,1916213.0,SIG
2016-02-17,105.31,107.57,103.32,105.37,1799018.0,SIG
2016-02-18,103.3,104.96,102.06,103.93,1504361.0,SIG
2016-02-19,104.16,105.8,102.28,103.82,1132410.0,SIG
2016-02-22,104.05,104.5,102.47,103.04,1276583.0,SIG
2016-02-23,102.83,103.0,98.75,100.17,2224512.0,SIG
2016-02-24,98.26,98.32,95.88,97.97,3060941.0,SIG
2016-02-25,98.01,99.61,96.05,97.17,1586071.0,SIG
2016-02-26,98.02,100.37,96.77,99.13,1588769.0,SIG
2016-02-29,109.0,112.49,108.0,108.4,6490642.0,SIG
2016-03-01,110.57,112.95,109.77,112.46,2216762.0,SIG
2016-03-02,112.26,115.4,111.38,112.96,1630037.0,SIG
2016-03-03,111.93,114.78,111.0,112.0,2319883.0,SIG
2016-03-04,112.31,113.49,111.33,111.86,1248502.0,SIG
2016-03-07,111.31,113.09,111.31,112.16,1215634.0,SIG
2016-03-08,111.49,112.15,107.49,109.01,1158039.0,SIG
2016-03-09,110.0,110.92,106.3,108.09,1369494.0,SIG
2016-03-10,109.51,111.37,107.74,109.65,967376.0,SIG
2016-03-11,110.24,112.48,109.92,111.21,970704.0,SIG
2016-03-14,110.64,112.5,110.39,111.95,1461258.0,SIG
2016-03-15,111.26,111.89,110.3,111.55,936867.0,SIG
2016-03-16,111.42,114.67,111.42,113.52,1151134.0,SIG
2016-03-17,113.5,116.88,113.15,116.05,1367613.0,SIG
2016-03-18,116.82,118.8,115.65,117.43,1577298.0,SIG
2016-03-21,117.27,118.19,116.22,118.03,1016168.0,SIG
2016-03-22,116.92,119.04,116.53,118.29,1008332.0,SIG
2016-03-23,118.29,118.94,115.71,118.01,1402383.0,SIG
2016-03-24,124.76,125.45,120.04,121.42,3463449.0,SIG
2016-03-28,121.7,123.67,120.81,122.75,1442697.0,SIG
2016-03-29,122.85,123.83,121.65,122.91,1166753.0,SIG
2016-03-30,123.05,123.8,119.63,119.68,1898187.0,SIG
2016-03-31,120.8,124.1,120.29,124.03,1202327.0,SIG
2016-04-01,123.0,124.85,122.51,123.97,1484701.0,SIG
2016-04-04,124.0,124.09,120.8,121.03,881734.0,SIG
2016-04-05,119.54,121.09,118.5,119.86,592125.0,SIG
2016-04-06,119.91,121.34,118.99,120.04,672090.0,SIG
2016-04-07,119.67,121.47,115.33,116.07,1523887.0,SIG
2016-04-08,116.62,117.27,112.86,114.0,1491879.0,SIG
2016-04-11,114.92,115.02,111.84,112.25,1215150.0,SIG
2016-04-12,112.41,113.12,110.58,112.51,891081.0,SIG
2016-04-13,112.99,115.85,112.99,115.38,1250970.0,SIG
2016-04-14,115.47,115.47,112.49,112.6,1449897.0,SIG
2016-04-15,112.73,113.3438,111.01,112.1,852053.0,SIG
2016-04-18,111.4,113.79,111.4,113.21,964882.0,SIG
2016-04-19,113.88,114.0,110.36,111.89,777061.0,SIG
2016-04-20,112.23,113.15,109.83,112.19,1316779.0,SIG
2016-04-21,112.8,113.07,111.911,112.11,685842.0,SIG
2016-04-22,112.0,113.02,111.46,111.91,968473.0,SIG
2016-04-25,111.68,111.68,109.1,109.36,789473.0,SIG
2016-04-26,109.08,111.68,108.42,111.52,722762.0,SIG
2016-04-27,111.08,112.41,110.51,111.92,446212.0,SIG
2016-04-28,110.15,111.81,108.41,108.69,639689.0,SIG
2016-04-29,108.48,108.88,107.07,108.56,649603.0,SIG
2016-05-02,109.23,109.81,108.01,109.48,553651.0,SIG
2016-05-03,108.21,111.13,107.75,109.4,866381.0,SIG
2016-05-04,108.43,110.14,108.28,109.48,510327.0,SIG
2016-05-05,109.3,109.62,107.9,108.7,906229.0,SIG
2016-05-06,108.01,108.83,105.79,107.99,897089.0,SIG
2016-05-09,107.93,108.67,107.36,107.62,854776.0,SIG
2016-05-10,107.18,108.99,107.18,108.11,960126.0,SIG
2016-05-11,106.77,106.96,102.15,103.98,2342613.0,SIG
2016-05-12,103.98,105.68,103.11,104.1,904270.0,SIG
2016-05-13,103.98,104.4,102.24,103.1,1207152.0,SIG
2016-05-16,103.03,106.95,103.03,106.2,993662.0,SIG
2016-05-17,106.32,108.4355,105.08,106.1,789208.0,SIG
2016-05-18,105.32,107.535,105.06,106.76,794823.0,SIG
2016-05-19,106.06,109.125,105.23,108.67,1388859.0,SIG
2016-05-20,108.51,108.67,106.06,107.2,1192375.0,SIG
2016-05-23,107.37,109.42,106.78,107.95,1452434.0,SIG
2016-05-24,108.03,108.52,105.55,105.78,1751535.0,SIG
2016-05-25,105.97,108.81,105.95,108.37,2235772.0,SIG
2016-05-26,108.98,109.09,95.99,97.0,9944663.0,SIG
2016-05-27,96.08,99.7988,96.05,99.58,3783802.0,SIG
2016-05-31,99.37,99.7,97.85,98.97,2047191.0,SIG
2016-06-01,98.76,99.28,98.01,98.73,1500031.0,SIG
2016-06-02,98.66,99.03,84.8,92.23,11586734.0,SIG
2016-06-03,92.14,92.395,87.48,88.19,3836970.0,SIG
2016-06-06,87.47,87.7399,84.27,86.39,4354597.0,SIG
2016-06-07,86.5,86.71,84.15,85.9,2970985.0,SIG
2016-06-08,86.84,90.5,86.1,89.31,4562124.0,SIG
2016-06-09,89.0,90.68,88.42,89.6,2611303.0,SIG
2016-06-10,88.23,90.11,87.9,89.13,2418892.0,SIG
2016-06-13,89.0,89.1,85.32,85.51,1463149.0,SIG
2016-06-14,85.57,85.6,81.69,83.87,2895785.0,SIG
2016-06-15,84.36,84.73,82.79,82.99,2123682.0,SIG
2016-06-16,82.82,83.58,81.32,82.02,1576280.0,SIG
2016-06-17,82.01,85.55,81.97,84.9,2741126.0,SIG
2016-06-20,85.82,89.465,85.82,86.01,2802002.0,SIG
2016-06-21,86.09,86.88,84.22,85.23,1736542.0,SIG
2016-06-22,85.12,85.93,84.7,85.47,1439060.0,SIG
2016-06-23,85.54,86.62,85.0,86.56,1606716.0,SIG
2016-06-24,84.35,85.27,81.65,82.02,2846438.0,SIG
2016-06-27,81.16,81.59,77.0,79.26,4621252.0,SIG
2016-06-28,81.01,82.91,79.92,80.72,1423033.0,SIG
2016-06-29,81.51,82.87,81.5,82.0,1350355.0,SIG
2016-06-30,82.0,82.75,80.835,82.41,1822761.0,SIG
2016-07-01,82.27,84.8,82.27,84.15,1241104.0,SIG
2016-07-05,82.88,84.1,79.35,81.29,1816467.0,SIG
2016-07-06,80.83,82.54,80.28,82.08,1632377.0,SIG
2016-07-07,82.35,84.49,81.68,82.47,803008.0,SIG
2016-07-08,82.47,84.71,82.47,84.23,984124.0,SIG
2016-07-11,84.78,87.78,84.78,87.78,2072816.0,SIG
2016-07-12,88.37,89.9,88.37,89.07,2148471.0,SIG
2016-07-13,89.06,89.24,87.56,88.77,1099391.0,SIG
2016-07-14,89.66,91.59,89.24,91.59,2416773.0,SIG
2016-07-15,91.7,91.76,90.0,90.34,1790845.0,SIG
2016-07-18,90.48,92.666,90.41,92.26,1456683.0,SIG
2016-07-19,91.84,91.92,89.77,90.39,1353577.0,SIG
2016-07-20,90.96,90.99,89.13,89.55,1697909.0,SIG
2016-07-21,89.55,89.83,86.97,87.46,1922286.0,SIG
2016-07-22,87.82,89.729,87.3601,89.53,1572215.0,SIG
2016-07-25,89.54,89.79,88.78,88.86,910626.0,SIG
2016-07-26,89.22,89.5,87.99,89.47,1258431.0,SIG
2016-07-27,88.39,89.97,86.63,87.22,1732824.0,SIG
2016-07-28,87.22,87.43,85.57,86.92,1464005.0,SIG
2016-07-29,86.95,88.08,84.941,87.91,1669923.0,SIG
2016-08-01,87.86,88.1,86.27,86.69,776272.0,SIG
2016-08-02,86.52,86.7,83.4601,83.59,1052752.0,SIG
2016-08-03,82.93,84.53,81.86,84.39,1001378.0,SIG
2016-08-04,84.6,86.21,83.86,86.21,1139715.0,SIG
2016-08-05,86.65,87.91,86.395,87.0,957095.0,SIG
2016-08-08,87.03,88.37,86.98,87.9,775696.0,SIG
2016-08-09,87.66,88.44,86.65,87.67,1026284.0,SIG
2016-08-10,87.74,89.09,86.94,87.07,601097.0,SIG
2016-08-11,88.17,90.85,88.17,90.62,1040263.0,SIG
2016-08-12,90.1,91.5,89.85,91.22,709517.0,SIG
2016-08-15,91.26,94.18,91.26,92.67,1646050.0,SIG
2016-08-16,92.28,93.0,89.37,92.43,956793.0,SIG
2016-08-17,92.57,92.67,90.07,90.96,1153511.0,SIG
2016-08-18,90.68,93.058,90.17,92.94,985025.0,SIG
2016-08-19,92.64,95.34,92.23,93.05,1046281.0,SIG
2016-08-22,92.02,93.35,91.63,92.41,951762.0,SIG
2016-08-23,92.59,95.3,92.59,94.99,1932563.0,SIG
2016-08-24,94.74,96.2,94.32,95.5,2402174.0,SIG
2016-08-25,85.3,87.73,78.71,83.44,10811041.0,SIG
2016-08-26,82.29,82.45,78.71,80.65,5141839.0,SIG
2016-08-29,80.35,82.29,79.18,80.18,1589774.0,SIG
2016-08-30,78.37,81.13,78.2,79.93,2071772.0,SIG
2016-08-31,79.97,82.38,79.94,81.98,1780860.0,SIG
2016-09-01,81.35,82.23,78.86,80.63,1620013.0,SIG
2016-09-02,81.39,83.34,80.85,82.0,1134329.0,SIG
2016-09-06,82.09,82.2,80.6,81.1,1804150.0,SIG
2016-09-07,81.38,82.57,80.82,82.48,743115.0,SIG
2016-09-08,82.4,82.42,81.51,81.77,758647.0,SIG
2016-09-09,80.69,80.95,76.88,76.9,2449945.0,SIG
2016-09-12,76.6,78.93,76.1,78.54,1753843.0,SIG
2016-09-13,77.11,79.16,77.09,78.97,1620383.0,SIG
2016-09-14,79.03,80.44,78.72,79.19,2247671.0,SIG
2016-09-15,78.69,79.93,78.59,79.0,1368028.0,SIG
2016-09-16,78.75,79.3,77.36,77.77,2228427.0,SIG
2016-09-19,77.91,78.73,77.05,77.2,1572152.0,SIG
2016-09-20,77.39,77.97,75.2,75.52,1214881.0,SIG
2016-09-21,76.0,76.72,74.89,75.81,1408806.0,SIG
2016-09-22,76.46,78.13,76.34,77.27,1857626.0,SIG
2016-09-23,76.94,79.08,76.8,78.97,1438322.0,SIG
2016-09-26,78.57,78.63,76.23,76.31,1057448.0,SIG
2016-09-27,76.26,76.31,74.14,74.69,1815917.0,SIG
2016-09-28,74.95,75.57,73.84,74.9,1322931.0,SIG
2016-09-29,74.79,75.46,72.73,73.16,1445783.0,SIG
2016-09-30,73.69,74.78,72.65,74.53,1315281.0,SIG
2016-10-03,74.29,75.81,74.23,75.72,1119067.0,SIG
2016-10-04,76.19,78.18,75.89,77.82,1546237.0,SIG
2016-10-05,78.37,82.11,78.29,81.43,2803627.0,SIG
2016-10-06,81.36,82.29,80.42,81.53,1347443.0,SIG
2016-10-07,82.03,82.24,79.61,80.07,1324133.0,SIG
2016-10-10,80.29,81.97,80.29,81.56,810339.0,SIG
2016-10-11,80.98,82.28,80.19,80.4,1311052.0,SIG
2016-10-12,80.4,81.69,80.3,81.06,951281.0,SIG
2016-10-13,80.4,81.59,80.38,81.05,1230175.0,SIG
2016-10-14,81.82,82.89,80.91,81.05,819515.0,SIG
2016-10-17,80.83,81.46,79.36,79.68,822790.0,SIG
2016-10-18,80.0,81.36,80.0,80.4,662371.0,SIG
2016-10-19,80.46,81.92,79.98,80.9,643356.0,SIG
2016-10-20,80.89,81.67,80.73,80.93,884743.0,SIG
2016-10-21,80.17,81.62,79.46,80.01,893570.0,SIG
2016-10-24,80.35,80.735,79.42,79.72,899556.0,SIG
2016-10-25,78.98,81.17,78.65,81.16,845436.0,SIG
2016-10-26,80.35,83.26,80.2,82.46,1149887.0,SIG
2016-10-27,82.63,83.39,80.0,80.16,828069.0,SIG
2016-10-28,79.91,82.29,79.91,80.41,861396.0,SIG
2016-10-31,80.81,81.74,80.75,81.26,716759.0,SIG
2016-11-01,81.17,81.79,79.91,80.72,1267651.0,SIG
2016-11-02,80.46,81.12,79.465,80.2,1147143.0,SIG
2016-11-03,80.59,82.39,79.915,80.78,1399155.0,SIG
2016-11-04,80.8,83.04,80.62,81.39,1055028.0,SIG
2016-11-07,82.41,84.73,82.4,83.63,984669.0,SIG
2016-11-08,83.62,83.96,82.21,82.87,783466.0,SIG
2016-11-09,81.36,86.9,81.21,86.75,1513288.0,SIG
2016-11-10,87.43,91.03,87.17,89.79,1545014.0,SIG
2016-11-11,89.76,90.66,89.23,90.12,1206878.0,SIG
2016-11-14,90.87,93.16,90.3175,92.44,1568713.0,SIG
2016-11-15,93.25,94.44,88.0,89.6,3213095.0,SIG
2016-11-16,89.1,91.64,88.39,90.85,1192581.0,SIG
2016-11-17,91.13,92.28,90.47,92.12,1576698.0,SIG
2016-11-18,91.37,91.37,87.68,88.96,1787662.0,SIG
2016-11-21,89.23,89.56,86.74,88.88,2561350.0,SIG
2016-11-22,98.97,101.46,89.86,90.79,5864715.0,SIG
2016-11-23,90.91,94.1275,90.1905,93.86,1353262.0,SIG
2016-11-25,94.29,94.93,92.53,93.07,490020.0,SIG
2016-11-28,92.93,94.49,92.0,92.24,1149141.0,SIG
2016-11-29,92.97,94.0,91.57,91.82,1398041.0,SIG
2016-11-30,91.66,93.63,90.665,91.29,1337551.0,SIG
2016-12-01,91.83,93.09,91.07,91.25,1237389.0,SIG
2016-12-02,91.62,92.98,90.83,92.07,1459323.0,SIG
2016-12-05,92.7,94.13,92.1,93.64,1598717.0,SIG
2016-12-06,92.25,94.22,92.25,93.98,1871621.0,SIG
2016-12-07,94.5,95.55,93.56,95.29,1253693.0,SIG
2016-12-08,95.0,99.19,94.2,98.05,1530000.0,SIG
2016-12-09,97.7,98.88,96.34,98.72,1782235.0,SIG
2016-12-12,98.49,98.72,96.22,96.39,956932.0,SIG
2016-12-13,96.47,97.04,94.33,96.17,900746.0,SIG
2016-12-14,96.58,96.87,94.4,94.97,961722.0,SIG
2016-12-15,95.31,96.75,94.815,95.02,849914.0,SIG
2016-12-16,94.97,95.87,93.25,94.07,2840293.0,SIG
2016-12-19,94.0,95.81,94.0,94.41,837330.0,SIG
2016-12-20,95.0,96.2,94.465,95.18,596247.0,SIG
2016-12-21,95.05,95.61,94.06,94.76,679395.0,SIG
2016-12-22,94.28,95.445,93.21,93.4,1210688.0,SIG
2016-12-23,93.71,94.78,92.6501,93.21,948107.0,SIG
2016-12-27,93.14,95.0,93.14,93.71,1132430.0,SIG
2016-12-28,94.18,94.95,92.96,93.7,936007.0,SIG
2016-12-29,93.74,95.04,93.4,93.95,709593.0,SIG
2016-12-30,93.91,94.99,93.54,94.26,979480.0,SIG
2017-01-03,94.79,95.92,93.97,94.94,1337702.0,SIG
2017-01-04,95.37,96.3899,95.09,95.63,1050774.0,SIG
2017-01-05,94.45,94.45,87.33,87.97,2754551.0,SIG
2017-01-06,88.01,88.53,87.12,88.22,1136015.0,SIG
2017-01-09,87.84,88.1,85.25,86.12,1304145.0,SIG
2017-01-10,85.96,87.99,85.67,87.46,1122172.0,SIG
2017-01-11,81.65,85.3,81.5,84.7,4111540.0,SIG
2017-01-12,84.13,86.35,83.53,84.36,3726780.0,SIG
2017-01-13,84.8,85.3,79.96,80.78,3152030.0,SIG
2017-01-17,80.68,83.17,80.52,81.15,1635868.0,SIG
2017-01-18,81.23,82.06,79.66,82.03,1327312.0,SIG
2017-01-19,81.97,82.46,80.35,80.77,742825.0,SIG
2017-01-20,81.05,81.95,80.28,80.72,840776.0,SIG
2017-01-23,80.52,81.03,80.02,80.91,727273.0,SIG
2017-01-24,81.41,82.93,80.85,82.73,832653.0,SIG
2017-01-25,82.68,84.25,82.52,82.98,1190552.0,SIG
2017-01-26,83.13,83.6899,81.9101,81.95,618847.0,SIG
2017-01-27,81.94,81.94,79.93,79.99,785948.0,SIG
2017-01-30,79.86,80.14,78.19,79.16,816526.0,SIG
2017-01-31,78.66,79.13,76.32,77.67,2117321.0,SIG
2017-02-01,77.19,78.56,76.86,77.01,1510895.0,SIG
2017-02-02,77.25,77.25,75.77,76.12,1204792.0,SIG
2017-02-03,76.67,77.41,76.2,76.3,983324.0,SIG
2017-02-06,76.22,76.37,73.46,74.06,3229425.0,SIG
2017-02-07,74.3,74.95,71.89,71.95,1985249.0,SIG
2017-02-08,71.8,72.62,70.79,72.45,1954427.0,SIG
2017-02-09,72.55,74.12,72.39,73.62,1873086.0,SIG
2017-02-10,73.74,74.07,72.15,72.89,1460524.0,SIG
2017-02-13,73.5,73.695,72.5,73.1,890478.0,SIG
2017-02-14,73.0,75.47,73.0,74.62,1019457.0,SIG
2017-02-15,74.63,75.7,74.0,75.45,895922.0,SIG
2017-02-16,75.1,75.78,73.3322,73.48,874754.0,SIG
2017-02-17,73.4,74.78,72.86,73.91,909557.0,SIG
2017-02-21,74.41,75.565,73.52,74.49,1212116.0,SIG
2017-02-22,74.52,74.69,73.07,73.61,798276.0,SIG
2017-02-23,73.67,74.145,72.33,72.38,1264474.0,SIG
2017-02-24,72.39,74.61,72.05,73.8,1492173.0,SIG
2017-02-27,73.75,74.74,72.79,72.88,849533.0,SIG
2017-02-28,63.81,66.06,62.73,64.88,4288655.0,SIG
2017-03-01,63.81,66.06,62.73,64.88,4288655.0,SIG
2017-03-02,64.68,65.96,63.84,65.96,1900395.0,SIG
2017-03-03,65.9,66.38,62.8,64.58,3314076.0,SIG
2017-03-06,64.25,65.859,62.56,65.6,3650916.0,SIG
2017-03-07,64.68,64.99,62.095,63.25,3019105.0,SIG
2017-03-08,63.19,64.48,63.001,64.4,2092826.0,SIG
2017-03-09,62.88,70.61,62.75,70.02,7721123.0,SIG
2017-03-10,70.24,73.9,69.7,69.81,4199473.0,SIG
2017-03-13,69.93,69.93,68.15,68.68,1924962.0,SIG
2017-03-14,68.73,68.99,67.8,67.83,1258233.0,SIG
2017-03-15,68.1,68.66,67.515,68.36,997192.0,SIG
2017-03-16,68.25,69.17,67.97,68.86,917159.0,SIG
2017-03-17,69.42,70.26,67.49,68.25,1927793.0,SIG
2017-03-20,68.25,68.5,67.07,67.5,923876.0,SIG
2017-03-21,67.97,68.14,66.1,66.51,1555140.0,SIG
2017-03-22,66.39,67.67,65.3,67.49,1443459.0,SIG
2017-03-23,67.65,68.8,67.11,68.24,1190336.0,SIG
2017-03-24,68.15,68.74,66.985,68.27,1231933.0,SIG
2017-03-27,67.56,70.78,67.48,69.66,2080135.0,SIG
2017-03-28,69.64,70.57,69.15,70.46,1078401.0,SIG
2017-03-29,70.81,71.8,70.44,71.03,1031764.0,SIG
2017-03-30,70.69,71.37,69.86,70.67,924514.0,SIG
2017-03-31,70.59,71.06,69.22,69.27,1656711.0,SIG
2017-04-03,69.35,69.36,67.3,68.09,1517436.0,SIG
2017-04-04,67.75,68.0,65.67,66.22,1488497.0,SIG
2017-04-05,66.52,67.719,66.23,66.47,1107504.0,SIG
2017-04-06,66.94,68.3879,66.81,67.5,1018273.0,SIG
2017-04-07,67.39,68.51,67.04,68.18,763628.0,SIG
2017-04-10,68.41,69.8,68.05,68.64,805407.0,SIG
2017-04-11,68.54,68.81,66.97,67.96,701613.0,SIG
2017-04-12,67.88,67.88,66.62,67.05,701799.0,SIG
2017-04-13,66.99,67.28,66.35,66.67,661755.0,SIG
2017-04-17,66.98,67.17,66.33,66.92,684720.0,SIG
2017-04-18,66.82,67.03,65.43,65.86,897102.0,SIG
2017-04-19,66.25,66.81,65.96,66.17,621437.0,SIG
2017-04-20,66.64,67.57,66.3,67.41,685871.0,SIG
2017-04-21,67.37,67.72,65.99,66.14,713863.0,SIG
2017-04-24,67.09,67.35,66.03,66.1,588651.0,SIG
2017-04-25,66.38,67.1,66.0121,66.87,823355.0,SIG
2017-04-26,66.57,67.98,66.4,67.32,630511.0,SIG
